statement,label
256 is even,1
49 is even,0
370 is even,1
311 is even,0
438 is even,1
5 is even,0
294 is even,1
175 is even,0
294 is even,1
389 is even,0
262 is even,1
687 is even,0
34 is even,1
91 is even,0
764 is even,1
107 is even,0
770 is even,1
85 is even,0
688 is even,1
839 is even,0
214 is even,1
239 is even,0
658 is even,1
627 is even,0
618 is even,1
185 is even,0
940 is even,1
355 is even,0
408 is even,1
709 is even,0
280 is even,1
517 is even,0
494 is even,1
19 is even,0
656 is even,1
167 is even,0
798 is even,1
15 is even,0
580 is even,1
631 is even,0
796 is even,1
723 is even,0
376 is even,1
453 is even,0
258 is even,1
87 is even,0
356 is even,1
807 is even,0
614 is even,1
749 is even,0
112 is even,1
791 is even,0
526 is even,1
361 is even,0
148 is even,1
141 is even,0
670 is even,1
171 is even,0
494 is even,1
521 is even,0
800 is even,1
335 is even,0
726 is even,1
549 is even,0
710 is even,1
589 is even,0
292 is even,1
213 is even,0
746 is even,1
143 is even,0
908 is even,1
153 is even,0
414 is even,1
981 is even,0
618 is even,1
645 is even,0
238 is even,1
905 is even,0
906 is even,1
509 is even,0
988 is even,1
773 is even,0
916 is even,1
527 is even,0
200 is even,1
365 is even,0
414 is even,1
707 is even,0
768 is even,1
17 is even,0
54 is even,1
49 is even,0
482 is even,1
263 is even,0
624 is even,1
287 is even,0
660 is even,1
983 is even,0
796 is even,1
645 is even,0
928 is even,1
777 is even,0
326 is even,1
275 is even,0
6 is even,1
855 is even,0
568 is even,1
999 is even,0
96 is even,1
851 is even,0
590 is even,1
651 is even,0
138 is even,1
595 is even,0
566 is even,1
881 is even,0
384 is even,1
961 is even,0
84 is even,1
881 is even,0
998 is even,1
103 is even,0
914 is even,1
571 is even,0
154 is even,1
731 is even,0
34 is even,1
427 is even,0
310 is even,1
251 is even,0
270 is even,1
951 is even,0
602 is even,1
165 is even,0
712 is even,1
381 is even,0
852 is even,1
485 is even,0
804 is even,1
891 is even,0
952 is even,1
61 is even,0
280 is even,1
687 is even,0
880 is even,1
277 is even,0
878 is even,1
591 is even,0
210 is even,1
841 is even,0
900 is even,1
479 is even,0
978 is even,1
515 is even,0
306 is even,1
787 is even,0
720 is even,1
423 is even,0
70 is even,1
29 is even,0
294 is even,1
209 is even,0
876 is even,1
771 is even,0
438 is even,1
733 is even,0
246 is even,1
685 is even,0
346 is even,1
445 is even,0
620 is even,1
105 is even,0
260 is even,1
103 is even,0
868 is even,1
91 is even,0
102 is even,1
635 is even,0
844 is even,1
873 is even,0
852 is even,1
301 is even,0
68 is even,1
933 is even,0
420 is even,1
9 is even,0
978 is even,1
479 is even,0
86 is even,1
907 is even,0
480 is even,1
133 is even,0
900 is even,1
159 is even,0
488 is even,1
677 is even,0
636 is even,1
965 is even,0
972 is even,1
171 is even,0
96 is even,1
575 is even,0
882 is even,1
553 is even,0
738 is even,1
219 is even,0
704 is even,1
189 is even,0
340 is even,1
303 is even,0
782 is even,1
521 is even,0
682 is even,1
747 is even,0
730 is even,1
463 is even,0
746 is even,1
787 is even,0
278 is even,1
181 is even,0
292 is even,1
315 is even,0
456 is even,1
263 is even,0
824 is even,1
89 is even,0
134 is even,1
957 is even,0
570 is even,1
807 is even,0
814 is even,1
297 is even,0
128 is even,1
143 is even,0
408 is even,1
987 is even,0
236 is even,1
273 is even,0
368 is even,1
983 is even,0
888 is even,1
849 is even,0
930 is even,1
843 is even,0
960 is even,1
447 is even,0
502 is even,1
475 is even,0
212 is even,1
437 is even,0
4 is even,1
409 is even,0
920 is even,1
525 is even,0
808 is even,1
9 is even,0
16 is even,1
921 is even,0
516 is even,1
147 is even,0
448 is even,1
733 is even,0
550 is even,1
515 is even,0
602 is even,1
297 is even,0
996 is even,1
649 is even,0
440 is even,1
751 is even,0
358 is even,1
735 is even,0
680 is even,1
281 is even,0
838 is even,1
335 is even,0
710 is even,1
197 is even,0
718 is even,1
561 is even,0
386 is even,1
81 is even,0
146 is even,1
383 is even,0
260 is even,1
749 is even,0
300 is even,1
193 is even,0
618 is even,1
971 is even,0
710 is even,1
753 is even,0
8 is even,1
919 is even,0
358 is even,1
149 is even,0
102 is even,1
469 is even,0
298 is even,1
311 is even,0
518 is even,1
763 is even,0
574 is even,1
411 is even,0
736 is even,1
787 is even,0
66 is even,1
41 is even,0
780 is even,1
477 is even,0
636 is even,1
535 is even,0
632 is even,1
439 is even,0
776 is even,1
221 is even,0
602 is even,1
455 is even,0
134 is even,1
841 is even,0
426 is even,1
497 is even,0
810 is even,1
693 is even,0
188 is even,1
439 is even,0
118 is even,1
25 is even,0
750 is even,1
415 is even,0
284 is even,1
411 is even,0
398 is even,1
605 is even,0
528 is even,1
531 is even,0
636 is even,1
669 is even,0
62 is even,1
993 is even,0
678 is even,1
815 is even,0
220 is even,1
951 is even,0
652 is even,1
831 is even,0
908 is even,1
167 is even,0
882 is even,1
955 is even,0
94 is even,1
967 is even,0
916 is even,1
293 is even,0
208 is even,1
105 is even,0
880 is even,1
595 is even,0
586 is even,1
521 is even,0
122 is even,1
425 is even,0
132 is even,1
855 is even,0
464 is even,1
701 is even,0
394 is even,1
667 is even,0
30 is even,1
71 is even,0
680 is even,1
589 is even,0
228 is even,1
307 is even,0
806 is even,1
663 is even,0
704 is even,1
395 is even,0
274 is even,1
127 is even,0
954 is even,1
747 is even,0
760 is even,1
111 is even,0
644 is even,1
539 is even,0
62 is even,1
751 is even,0
960 is even,1
227 is even,0
38 is even,1
509 is even,0
8 is even,1
415 is even,0
652 is even,1
341 is even,0
230 is even,1
465 is even,0
952 is even,1
637 is even,0
100 is even,1
301 is even,0
714 is even,1
7 is even,0
100 is even,1
439 is even,0
54 is even,1
765 is even,0
638 is even,1
767 is even,0
834 is even,1
995 is even,0
74 is even,1
237 is even,0
454 is even,1
305 is even,0
248 is even,1
935 is even,0
294 is even,1
485 is even,0
526 is even,1
55 is even,0
26 is even,1
329 is even,0
294 is even,1
983 is even,0
396 is even,1
827 is even,0
528 is even,1
139 is even,0
894 is even,1
421 is even,0
310 is even,1
293 is even,0
478 is even,1
561 is even,0
394 is even,1
267 is even,0
112 is even,1
535 is even,0
744 is even,1
697 is even,0
664 is even,1
801 is even,0
536 is even,1
615 is even,0
866 is even,1
225 is even,0
876 is even,1
859 is even,0
348 is even,1
709 is even,0
484 is even,1
741 is even,0
190 is even,1
325 is even,0
432 is even,1
1001 is even,0
888 is even,1
325 is even,0
698 is even,1
675 is even,0
338 is even,1
935 is even,0
36 is even,1
735 is even,0
794 is even,1
997 is even,0
148 is even,1
981 is even,0
64 is even,1
555 is even,0
456 is even,1
841 is even,0
562 is even,1
661 is even,0
306 is even,1
197 is even,0
356 is even,1
557 is even,0
828 is even,1
67 is even,0
524 is even,1
313 is even,0
932 is even,1
895 is even,0
814 is even,1
345 is even,0
312 is even,1
937 is even,0
724 is even,1
769 is even,0
268 is even,1
301 is even,0
446 is even,1
771 is even,0
404 is even,1
707 is even,0
912 is even,1
429 is even,0
454 is even,1
143 is even,0
678 is even,1
651 is even,0
234 is even,1
323 is even,0
960 is even,1
331 is even,0
376 is even,1
105 is even,0
8 is even,1
517 is even,0
846 is even,1
287 is even,0
4 is even,1
653 is even,0
468 is even,1
425 is even,0
294 is even,1
273 is even,0
240 is even,1
483 is even,0
422 is even,1
63 is even,0
600 is even,1
873 is even,0
18 is even,1
591 is even,0
376 is even,1
509 is even,0
748 is even,1
733 is even,0
126 is even,1
947 is even,0
670 is even,1
609 is even,0
876 is even,1
223 is even,0
960 is even,1
881 is even,0
294 is even,1
55 is even,0
906 is even,1
127 is even,0
236 is even,1
281 is even,0
36 is even,1
609 is even,0
66 is even,1
641 is even,0
910 is even,1
383 is even,0
172 is even,1
447 is even,0
926 is even,1
411 is even,0
394 is even,1
41 is even,0
810 is even,1
333 is even,0
372 is even,1
479 is even,0
838 is even,1
621 is even,0
436 is even,1
481 is even,0
216 is even,1
229 is even,0
434 is even,1
9 is even,0
902 is even,1
575 is even,0
540 is even,1
83 is even,0
920 is even,1
591 is even,0
106 is even,1
551 is even,0
676 is even,1
741 is even,0
256 is even,1
381 is even,0
856 is even,1
477 is even,0
288 is even,1
613 is even,0
238 is even,1
485 is even,0
522 is even,1
933 is even,0
748 is even,1
441 is even,0
478 is even,1
451 is even,0
894 is even,1
83 is even,0
166 is even,1
547 is even,0
408 is even,1
999 is even,0
840 is even,1
753 is even,0
390 is even,1
625 is even,0
150 is even,1
545 is even,0
272 is even,1
321 is even,0
732 is even,1
857 is even,0
532 is even,1
591 is even,0
448 is even,1
143 is even,0
992 is even,1
883 is even,0
458 is even,1
859 is even,0
752 is even,1
651 is even,0
50 is even,1
475 is even,0
34 is even,1
285 is even,0
328 is even,1
361 is even,0
152 is even,1
179 is even,0
62 is even,1
427 is even,0
996 is even,1
975 is even,0
956 is even,1
83 is even,0
874 is even,1
647 is even,0
